# 노부나가의 야망 (GBA) 한글패치 — 번역 대조표

자동 독음 변환 4391건 / 번역 1035건 + 시퀀스 187그룹

## 1. 자동 독음 변환 (인명·지명·성 등)
一万田	일만전
「東海の巨人」と呼ばれた父・義元の死後、家督を相続。しかし、蹴鞠や和歌に傾倒し、無為の日々を送る。その結果、徳川家康と武田信玄に領国を追われた。	→	「동해의 거인」이라 불린 아버지 의원의 사후 가독을 상속했다. 그러나 축국과 화가에 몰두하며 무위의 나날을 보냈다. 그 결과 덕천가강과 무전신현에게 영국을 빼앗겼다.
「石田三成に過ぎたるもの」と言われたほどの兵法者。知勇並ぶ者なく、三成は島左近を破格の禄で召し抱えたという。関ヶ原合戦で壮絶な討死を遂げた。	→	「석전삼성에게는 과분한 인물」이라 불릴 정도의 병법가. 지용을 겸비함에 필적할 자가 없어 삼성은 도좌근을 파격적인 녹으로 맞아들였다고 한다. 관원합전에서 장렬히 전사했다.
「蝮」の異名を取った梟雄。京都妙覚寺の僧から油売りの商人に身を転じ、ついには美濃一国の太守となった。しかし、子・義龍との戦いで敗れ、討たれた。	→	「독사」라는 별명을 얻은 효웅. 교토 묘각사의 승려에서 기름 장수 상인으로 신분을 바꾸었고, 마침내 미농 일국의 태수가 되었다. 그러나 아들 의룡과의 싸움에서 패해 죽임을 당했다.
「鬼義重」と呼ばれた父の薫陶を受けて育ち、家康に「今の世に稀な律儀者」と評された。関ヶ原合戦では過去の恩義から西軍に属し、戦後秋田へ移封となる。	→	「귀의중」이라 불린 아버지의 훈도를 받아 자랐고, 가강에게 「지금 세상에 보기 드문 의리 있는 자」라는 평을 받았다. 관원 합전에서는 과거의 은의로 서군에 속했으며, 전후 추전으로 이봉되었다.
あと%3d人	→	나머지 %3d명
あなた	→	그대
あなた様は総大将ですぞ	→	그대가 총대장이시옵니다
あなた様以外に武将がおり	→	그대 외에 무장이
あれに見えるは鬼島津の旗印‥‥我が命運も尽きたか	→	저기 보이는 것은 귀도진의 깃발‥‥내 명운도 다했는가
いかがご返事なさいますか？	→	어찌 답하시겠사옵니까?
いかが返答なされますか？	→	어찌 답변하시겠사옵니까?
いざという時は指示をください	→	유사시엔 지시를 내려 주시옵소서
いま、この国で金山を探しても無駄でございます	→	지금 이 나라에서 금산을 찾아도 소용없사옵니다
いま攻撃されている国です	→	현재 공격받고 있는 국가입니다
お会いになりますか？	→	만나 보시겠습니까？
お見えになっ	→	오시
かけ	→	말을 걸
が%s%sに捕まり	→	이(가) %s%s에게 붙잡혀
ができ上り	→	이(가) 완성되어
が浪人となり野に下り	→	가 낭인이 되어 초야에 묻히고
ここはひとまず退くが得策、追手はひきうけた	→	여기서는 일단 물러남이 상책、추격은 소인이 맡겠소이다
このシナリオでは選べません	→	이 시나리오에서는 선택할 수 없습니다
この合戦を見ますか？	→	이 합전을 보시겠습니까?
この国と隣接していません	→	이 국가와 인접해 있지 않습니다
この国には、金脈はございません	→	이 나라에는 금맥이 없사옵니다
この国の金山は、あと%d回ほど掘れそうです	→	이 나라의 금산은 앞으로 %d번 정도 더 캘 수 있을 듯하옵니다
この国の金山は、ほとんど堀り尽くされています	→	이 나라의 금산은 거의 다 채굴되었사옵니다
この国の金山を金%dで買い取りまひょ	→	이 나라의 금광을 금 %d에 사들이겠습니데이
この場は治まりましたが、油断はできません	→	이번 일은 진정되었으나, 방심할 수는 없습니다
これから攻撃する国です	→	앞으로 공격할 국가입니다
これ以上%sは増やせません	→	더 이상 %s은(는) 늘릴 수 없습니다
これ以上、%sません	→	이 이상 %s할 수 없습니다
これ以上、できません	→	더 이상 할 수 없습니다
これ以上、部隊を送ることはできません	→	더 이상、부대를 보낼 수 없습니다
これ以上は不可能です	→	이 이상은 불가능합니다
これ以上出陣でき	→	더 이상 출진할 수가
ご自分の城ではあり	→	그대의 성이 아니어서 명할 수가
しかし、あなたの武将でなければ、エンディングは見れません	→	그러나、당신의 무장이 아니면 엔딩을 볼 수 없습니다
すでに同盟中です	→	이미 동맹 중입니다
すでに婚姻を結んでいます	→	이미 혼인을 맺었습니다
すでに選択しています	→	이미 선택되어 있습니다
すべて	→	전체
そこには突撃できません	→	그곳으로는 돌격할 수 없습니다
その国には退却できません	→	그 나라로는 퇴각할 수 없습니다
その国は長期戦中です	→	그 나라는 장기전 중입니다
それでは、%s%s%s%s殿がお持ちの%s等%s%sなどはいかがでしょう	→	그럼, %s%s%s%s님이 가지고 계신 %s 등 %s%s 같은 것은 어떠하올는지요
それは残念	→	그거 아쉽습니데이
でき	→	가능
どうやら、%sを装っていたのは%s%sの手の者だったようです	→	아무래도 %s인 척했던 것은 %s%s의 수하였던 모양입니다
どうやらこの戦は負け戦のようだな	→	아무래도 이 싸움은 지는 싸움인 듯하구나
どこに移動しますか？	→	어디로 이동하시겠습니까？
どこを狙いますか	→	어디를 노리시겠습니까
どちらを与えますか？	→	어느 쪽을 주시겠습니까?
どのシナリオにしますか？LR:解説	→	어느 시나리오로 하시겠습니까？LR:해설
どのモードにしますか？	→	어느 모드로 하시겠습니까？
どのレベルにしますか？	→	어느 레벨로 하시겠습니까？
どの国でプレイを再開し	→	어느 나라에서 플레이를 재개하
どの国に%sさせますか？	→	어느 나라에 %s시키겠습니까？
どの国に攻め込みますか？	→	어느 나라에 쳐들어가시겠습니까？
どの国に要請しますか？	→	어느 나라에 요청하시겠습니까?
どの国の大名に使いを送りますか？	→	어느 나라의 다이묘에게 사자를 보내시겠습니까?
どの国をご覧になりますか？	→	어느 지방을 보시겠습니까?
どの国を変えますか？	→	어느 나라를 바꾸시겠습니까?
どの大名を担当しますか？	→	어느 다이묘를 담당하시겠습니까？
どの敵を攻撃しますか？	→	어느 적을 공격하시겠습니까？
どの茶器を%sますか	→	어느 다기를 %s하시겠습니까?
どの茶器を%sますか？	→	어느 다기를 %s하시겠습니까？
なにか話があるようです	→	무언가 드릴 말씀이 있는 듯하옵니다
に多くの合戦で戦功を立てる。第二次国府台合戦ののち、正木家の存続を優先して北条家に寝返ったが、のちに帰参した。	→	…와 함께 수많은 합전에서 전공을 세웠다. 제2차 국부대 합전 이후, 정목 가문의 존속을 우선시하여 북조 가문에 붙었으나, 훗날 귀참했다.
ぬらりひょん	→	누라리횬
はずしましたぞ	→	빗나갔소이다
はて…	→	허어…
は去っていき	→	는 떠나갔다
は目に涙を浮かべてい	→	는 눈에 눈물을 글썽였다
は許せぬ	→	결코 용서치 않으리라!
まことですか？	→	사실이옵니까?
むう…  不覚	→	크윽…  불찰이로다
むむっ敵兵か！	→	으음, 적병인가！
め、御仏の力を思い知ったか	→	이놈, 부처님의 힘을 알았느냐
も使者を捕らえるとは地に落ちたものよ	→	사자마저 사로잡다니, 땅에 떨어진 것이로다
や、やられた！　技術を盗まれた！	→	아, 당했다!　기술을 도둑맞았다!
ゆくえをみまもりますか？	→	행방을 지켜보시겠습니까?
よろしいですか？	→	좋으시겠습니까？
わが部隊に攻撃する力はあり	→	우리 부대에 공격할 힘은
われ死するとも未だ野望は消えず	→	내 비록 죽을지라도 야망은 사라지지 않으리라
を捕らえ	→	을(를) 붙잡아
オオ、神ハコノ国ヲ見捨テルデショウ	→	오오, 신은 이 나라를 저버릴 것입니다
ゲームを終了させますか？	→	게임을 종료하시겠습니까？
ゲームレベルをどれにし	→	게임 레벨을 어느 것으로 하
コマンド実行中の国です	→	명령 실행 중인 국가입니다
シナリオ%s	→	시나리오%s
セニョール%s、ハルカぽるとがるヨリ	→	세뇨르 %s, 머나먼 포르투갈에서
セーブしていませんが	→	저장하지 않았습니다만
データがありません	→	데이터가 없습니다
データが壊れてます	→	데이터가 손상되었습니다
マルチプレイのデータです	→	멀티플레이 데이터입니다
マルチプレイのデータではありません	→	멀티플레이 데이터가 아닙니다
マルチプレイ中はロードはできません	→	멀티플레이 중에는 로드할 수 없습니다
一向衆は実力行使に及び	→	일향중이 실력 행사에 나서
一条家の臣。主家滅亡後は長宗我部家に仕えて数々の合戦に従軍し、勇名を馳せた。外交の使者として織田信長を訪ねた事もある。戸次川合戦で戦死した。	→	일조 가문의 신하。주가 멸망 후 장종아부 가문을 섬기며 수많은 합전에 종군하여 용맹을 떨쳤다。외교 사절로서 직전신장을 방문한 적도 있다。호차천 합전에서 전사했다。
一色家臣。丹後忍木城主。相模守を称した。佐々木少輔次郎義国に砲術を学び、創意を加えた。のちに孫・祐直に砲術を教え、稲富流砲術の基礎を築き上げた。	→	일색 가문 가신. 단후 인목성주. 상모수를 칭했다. 좌좌목소보차랑의국에게 포술을 배워 창의를 더했다. 훗날 손자 우직에게 포술을 가르쳐 도부류 포술의 기초를 확립했다.
一色家臣。稲富流砲術の始祖。主家滅亡後は細川忠興に属し、鉄砲の師範を務める。のちに徳川家に仕え、幕府鉄砲方として国友鍛冶集団の組織化に尽力した。	→	일색 가문의 가신。도부류 포술의 시조。주가 멸망 후 세천충흥을 섬기며 철포 사범을 지냈다。훗날 덕천 가문을 섬기며、막부 철포방으로서 국우 단야 집단의 조직화에 힘썼다。
三カ月後にできるそうです	→	석 달 후에 완성된다고 합니다
三国に名高き名物なればそれしきのお金ではとても…	→	삼국에 이름 높은 명물이니 그 정도 돈으로는 도저히…
三好三人衆の１人。織田信長に敗れ逃亡する。のちに豊臣家に仕え、大坂夏の陣で戦死した。真田十勇士の三好清海入道のモデルといわれている。	→	삼호 삼인중의 １명이다。직전신장에게 패해 도망쳤다。훗날 풍신가를 섬기다 대판 하의 진에서 전사했다。진전 십용사 중 삼호청해입도의 모델이라고 전해진다。
三好元長の三男。安宅家を継ぎ、淡路水軍を率いる。兄・三好長慶を助けて活躍したが、松永久秀の讒言により兄に殺された。歌や書にすぐれ、茶道に通じた。	→	삼호원장의 삼남. 안택 가문을 이어받아 담로 수군을 이끌었다. 형 삼호장경을 도와 활약했으나, 송영구수의 참언으로 형에게 죽임을 당했다. 노래와 서예에 뛰어났고 다도에 능통했다.
三好家臣。三好三人衆の筆頭。主君・義継や松永久秀らと離合集散を繰り返し、家中に混乱を招く。のち織田信長の畿内平定軍に敗れ逃亡、行方不明となった。	→	삼호가신이다。삼호 삼인중의 필두다。주군 의계와 송영구수 등과 이합집산을 반복해 가중에 혼란을 초래했다。훗날 직전신장의 기내 평정군에 패해 도망쳐、행방불명이 되었다。
三好家臣。三好三人衆の１人。三好家一族同様の扱いを受けた。将軍・足利義昭の挙兵に応じ、山城淀城に籠城するが、細川藤孝らの軍に攻められ、敗死した。	→	삼호 가신. 삼호삼인중의 한 사람. 삼호가 일족과 같은 대우를 받았다. 장군 족리의소의 거병에 응하여 산성 전성에서 농성했으나, 세천등효 등의 군에 공격받아 패사했다.
三好家臣。主家の領国経営の基礎となる分国法「新加制式」を制定した。三好三人衆に次ぐ地位にあったが、同族・篠原自遁に讒言され主君・長治に殺された。	→	삼호 가신. 주가의 영국 경영 기초가 되는 분국법 「신가제식」을 제정했다. 삼호삼인중에 버금가는 지위에 있었으나, 동족 소원자둔의 참언으로 주군 장치에게 살해당했다.
三好家臣。主家を簒奪し、将軍・足利義輝を殺し、東大寺大仏殿を焼いた稀代の梟雄。織田信長に属すが、謀叛を起こして敗れ、「平蜘蛛」とともに爆死した。	→	삼호가신이다。주가를 찬탈하고、장군 족리의휘를 죽이고 동대사 대불전을 불태운 희대의 효웅이다。직전신장에게 속했으나、모반을 일으켜 패하고、「평지주」와 함께 폭사했다。
三好家臣。大和多聞山城主。久秀の子。父に従い、将軍・足利義輝の謀殺などに加担した。のちに織田信長に属すが、父とともに信長に背いて敗れ、自害した。	→	삼호 가신. 대화 다문산성주. 구수의 아들. 아버지를 따라 장군 족리의휘의 모살 등에 가담했다. 이후 직전신장에게 속했으나, 아버지와 함께 신장을 배반했다가 패하여 자결했다.
三好義賢の子。叔父・十河一存の養子となる。豊臣秀吉に従い、長宗我部家に奪われた讃岐を奪回した。九州征伐では先鋒を務め、豊後戸次川合戦で戦死した。	→	삼호의현의 아들. 숙부 십하일존의 양자가 되었다. 풍신수길을 따라 장종아부가에 빼앗겼던 찬기를 탈환했다. 구주정벌에서는 선봉을 맡았고 풍후 호차천 합전에서 전사했다.
三好義賢の子。父の死後、篠原長房の後見で家督を継ぐ。讒言に惑わされ、細川真之とともに長房を討つ。のちに長宗我部元親に降った真之と戦い、敗死した。	→	삼호의현의 아들. 아버지가 죽은 후 소원장방의 후견으로 가독을 이었다. 참언에 현혹되어 세천진지와 함께 장방을 토벌했다. 훗날 장종아부원친에게 항복한 진지와 싸우다 패사했다.
三好長慶の叔父。「笑岩」の号が有名。織田信長の上洛軍に敗れ、臣下となる。阿波・讃岐の国衆を多く信長方に誘引した。本能寺の変後は豊臣秀吉に従った。	→	삼호장경의 숙부. 「소암」이라는 호로 유명하다. 직전신장의 상락군에게 패해 신하가 되었다. 아파와 찬기의 국중을 다수 신장 측으로 유인했다. 본능사의 변 이후에는 풍신수길을 따랐다.
三好長慶の弟。讃岐十河家を継ぐ。讃岐衆を統率して畿内を席巻し、世に「鬼十河」と恐れられた猛将。有馬権現に参詣途上、落馬したけがにより死亡した。	→	삼호장경의 동생. 찬기 십하가를 이었다. 찬기중을 통솔하여 기내를 석권하며 세상에 「귀십하」라 불리며 두려움을 산 맹장이었다. 유마권현에 참배하러 가던 도중 낙마한 부상으로 사망했다.
三河の松平元康が独立し	→	삼하의 송평원강이 독립하
上書きします	→	덮어씁니다
上杉家臣。与板城主。主君・謙信の信頼厚く、側近として内政・外交に辣腕を振るう。のちに謙信の旧名・景虎から一字を拝領し、実綱から景綱へと改名した。	→	상삼 가신. 여판성 성주. 주군 겸신의 신임이 두터워 측근으로서 내정·외교에 뛰어난 수완을 발휘했다. 훗날 겸신의 옛 이름인 경호에서 한 글자를 하사받아 실강에서 경강으로 개명했다.
上杉家臣。主君・謙信が関東管領に就任した際、謙信とともに上杉姓に改めた。一門衆の重鎮として各地を転戦する。御館の乱で上杉景虎方に属し、戦死した。	→	상삼 가신. 주군 겸신이 관동관령에 취임할 때 겸신과 함께 상삼 성으로 고쳤다. 일문중의 중진으로서 각지를 전전했다. 어관의 난에서 상삼경호 측에 속해 전사했다.
